grid_id,institution,city,state,country
grid.456131.4,Shear Form,Bryan,Texas,United States
grid.456132.7,Sikorsky Aircraft Corporation,Huntsville,Alabama,United States
grid.456133.6,Space Micro,San Diego,California,United States
grid.456134.1,Silicon Designs,Kirkland,Washington,United States
grid.456135.0,Space Photonics,Fayetteville,Arkansas,United States
grid.456136.3,SI2 Technologies,Billerica,Massachusetts,United States
grid.456137.2,Stellar Science,Albuquerque,New Mexico,United States
grid.456138.d,Vorago Technologies,Austin,Texas,United States
grid.456139.c,SICOM Systems,Doylestown,Pennsylvania,United States
grid.456140.2,SpaceTech,Indianapolis,Indiana,United States
grid.456141.3,Silicon Technologies,Millcreek,Utah,United States
grid.456142.0,Sienna Technologies,Woodinville,Washington,United States
grid.456143.1,Sierra Lobo,Fremont,Ohio,United States
grid.456144.6,Silvus Technologies,Los Angeles,California,United States
grid.456145.7,Stiefvater Consultants,Oneida,New York,United States
grid.456146.4,Semtech,Camarillo,California,United States
grid.456147.5,Stilman Advanced Strategies,Denver,Colorado,United States
grid.456148.a,SEAKR Engineering,Centennial,Colorado,United States
grid.456149.b,Stirling Dynamics,Kirkland,Washington,United States
grid.456150.3,SeaLandAire Technologies,Jackson,Michigan,United States
grid.456151.2,Safety Dynamics,Tucson,Arizona,United States
grid.456152.1,Omega Micro Technologies,West Lafayette,Indiana,United States
grid.456153.0,Symplectic Engineering Corporation,Berkeley,California,United States
grid.456154.7,Parsons,Los Angeles,California,United States
grid.456155.6,Symvionics,Arcadia,California,United States
grid.456156.5,Sigma-K,Durham,North Carolina,United States
grid.456157.4,StratEdge,San Ramon,California,United States
grid.456158.b,Strategic Insight,Arlington,Virginia,United States
grid.456159.a,Streamline Automation,Huntsville,Alabama,United States
grid.456160.0,Synectics,Carpinteria,California,United States
grid.456161.1,Synergia,Redwood City,California,United States
grid.456162.2,Signal Processing,Rockville,Maryland,United States
grid.456163.3,Signal Systems Corporation,Maryland City,Maryland,United States
grid.456164.4,Advanced Photonix,Ann Arbor,Michigan,United States
grid.456165.5,Signature Research,Houghton,Michigan,United States
grid.456166.6,Streamline Numerics,Gainesville,Florida,United States
grid.456167.7,Structural Analytics,Carlsbad,California,United States
grid.456168.8,Syntonics,Columbia,Maryland,United States
grid.456169.9,Technical Data Analysis,Falls Church,Virginia,United States
grid.456170.1,Structural Integrity Associates,San Jose,California,United States
grid.456171.0,Simpson Weather Associates,Charlottesville,Virginia,United States
grid.456172.3,Spectra Research,Dayton,Ohio,United States
grid.456173.2,Sturman Industries,Woodland Park,Colorado,United States
grid.456174.5,Spectral Energies,Dayton,Ohio,United States
grid.456175.4,Technical Directions Incorporation,Ortonville,Michigan,United States
grid.456176.7,Sukra Helitek,Ames,Iowa,United States
grid.456177.6,SySense,El Segundo,California,United States
grid.456178.9,Spectral Imaging Laboratory,Pasadena,California,United States
grid.456179.8,Technical Products Incorporation,Sterling,Massachusetts,United States
grid.456180.e,SunDanzer,Tucson,Arizona,United States
grid.456181.f,Simulation Technologies,Huntsville,Alabama,United States
grid.456182.c,System Planning Corporation,Arlington,Virginia,United States
grid.456183.d,Sunol Sciences Corporation,Dublin,California,United States
grid.456184.a,Systems & Materials Research Corporation,Austin,Texas,United States
grid.456185.b,National Instruments,Austin,Texas,United States
grid.456186.8,Spectranetix,Santa Clara,California,United States
grid.456187.9,SimVentions,Fredericksburg,Virginia,United States
grid.456188.6,Sunrez,El Cajon,California,United States
grid.456189.7,Systems Dynamics,Huntsville,Alabama,United States
grid.456190.f,SimWright,Navarre,Florida,United States
grid.456191.e,SM&A,Irvine,California,United States
grid.456192.d,Sivananthan Laboratories,Bolingbrook,Illinois,United States
grid.456193.c,Spectrum Magnetics,Wilmington,Delaware,United States
grid.456194.b,Skinfrared,Albuquerque,New Mexico,United States
grid.456195.a,SCS Engineering,Torrance,California,United States
grid.456196.9,Spectrum Photonics,Honolulu,Hawaii,United States
grid.456197.8,SkuTek Instrumentation,Rochester,New York,United States
grid.456198.7,Systems and Technology Research,Woburn,Massachusetts,United States
grid.456199.6,Spencer Industries,Belleville,New Jersey,United States
grid.456200.5,SkySight Technologies,Fort Wayne,Indiana,United States
grid.456201.4,Systems Planning and Analysis,Alexandria,Virginia,United States
grid.456202.7,Sperient,Livermore,California,United States
grid.456203.6,Oxford Instruments,Austin,Texas,United States
grid.456204.1,Smart Information Flow Technologies,Minneapolis,Minnesota,United States
grid.456205.0,Support Systems Associates,Melbourne,Florida,United States
grid.456206.3,SPI Surgical,Seattle,Washington,United States
grid.456207.2,Softronics,Marion,Iowa,United States
grid.456208.d,Sytronics,Dayton,Ohio,United States
grid.456209.c,Spiritech Advanced Products,Tequesta,Florida,United States
grid.456210.4,Surface Optics,San Diego,California,United States
grid.456211.5,Technology Applications,Boulder,Colorado,United States
grid.456212.6,Software and Engineering Associates,Carson City,Nevada,United States
grid.456213.7,Sporian Microsystems,Lafayette,Colorado,United States
grid.456214.0,Systima Technologies,Kirkland,Washington,United States
grid.456215.1,Surface Treatment Technologies,Baltimore,Maryland,United States
grid.456216.2,Technology for Energy Corporation,Knoxville,Tennessee,United States
grid.456217.3,Spytek Aerospace,Bensenville,Illinois,United States
grid.456218.c,SoHaR,Culver City,California,United States
grid.456219.d,Surmet,Burlington,Massachusetts,United States
grid.456220.7,Square One,Jackson,Wyoming,United States
grid.456221.6,Table Mountain Optics,Thousand Oaks,California,United States
grid.456222.5,STI Electronics,Madison,Alabama,United States
grid.456223.4,Survice Engineering,Riverside,Maryland,United States
grid.456224.3,Techsburg,Christiansburg,Virginia,United States
grid.456225.2,Solid State Scientific Corporation,Nashua,New Hampshire,United States
grid.456226.1,Solute,San Diego,California,United States
grid.456227.0,Sonalysts,New London,Connecticut,United States
grid.456228.f,Sigma Labs,Santa Fe,New Mexico,United States
grid.456229.e,GigPeak,San Jose,California,United States
grid.456230.6,Technology Management Company,Albuquerque,New Mexico,United States
grid.456231.7,Nammo,Mesa,Arizona,United States
grid.456232.4,SoniPulse,El Dorado Hills,California,United States
grid.456233.5,Symetrix,Colorado Springs,Colorado,United States
grid.456234.2,Tau Technologies,Albuquerque,New Mexico,United States
grid.456235.3,Soraa,Fremont,California,United States
grid.456236.0,Star Cryoelectronics,Santa Fe,New Mexico,United States
grid.456237.1,TES International,Troy,Michigan,United States
grid.456238.e,Star Microwave,Fremont,California,United States
grid.456239.f,Star Technology and Research,Mt. Pleasant,South Carolina,United States
grid.456240.1,STAR-H,State College,Pennsylvania,United States
grid.456242.3,Technology Solutions Experts,Natick,Massachusetts,United States
grid.456243.2,Test Devices,Hudson,Massachusetts,United States
grid.456244.5,Varadero Capital,New York,New York,United States
grid.456245.4,TechFlow,San Diego,California,United States
grid.456246.7,Lubricating Specialties Company,Pico Rivera,California,United States
grid.456247.6,TiER1,Covington,Kentucky,United States
grid.456248.9,Trout Green Technologies,Austin,Texas,United States
grid.456249.8,Time Domain,Huntsville,Alabama,United States
grid.456250.0,Valley Tech Systems,Reno,Nevada,United States
grid.456251.1,M Corp,Sacramento,California,United States
grid.456252.2,TimeSys,Pittsburgh,Pennsylvania,United States
grid.456253.3,Technosoft,Cincinnati,Ohio,United States
grid.456254.4,TTC Technologies,Centereach,New York,United States
grid.456255.5,TechSource,Los Alamos,New Mexico,United States
grid.456256.6,Texas Research Institute,Austin,Texas,United States
grid.456257.7,Tecolote Research,Goleta,California,United States
grid.456258.8,Vanguard Space Technologies,San Diego,California,United States
grid.456259.9,TelAztec,Burlington,Massachusetts,United States
grid.456260.3,Twinleaf,Princeton,New Jersey,United States
grid.456261.2,CDI,Philadelphia,Pennsylvania,United States
grid.456262.1,UBC,Tampa,Florida,United States
grid.456263.0,Variation Reduction Solutions,Plymouth,Michigan,United States
grid.456264.7,Vatell,Christiansburg,Virginia,United States
grid.456265.6,TextWise,Fairport,New York,United States
grid.456266.5,Vecna Technologies,Cambridge,Massachusetts,United States
grid.456267.4,Tezzaron Semiconductor,Naperville,Illinois,United States
grid.456268.b,UFA,Burlington,Massachusetts,United States
grid.456269.a,Vector Test Systems,Thousand Oaks,California,United States
grid.456270.2,NanoTechRanch,Fort Worth,Texas,United States
grid.456271.3,The Design Knowledge Company,Fairborn,Ohio,United States
grid.456272.0,Core Laboratories,Houston,Texas,United States
grid.456273.1,Ultimara,Redwood City,California,United States
grid.456274.6,Telescent,Santa Monica,California,United States
grid.456275.7,Ultra Communications,Vista,California,United States
grid.456276.4,Vectraxx,Glen Allen,Virginia,United States
grid.456277.5,Telesecurity Sciences,Las Vegas,Nevada,United States
grid.456278.a,Top-Vu Technology,Saint Paul,Minnesota,United States
grid.456279.b,Underground Systems,Armonk,New York,United States
grid.456280.d,Tempest Technologies,Los Angeles,California,United States
grid.456281.c,Ormet Circuits,San Diego,California,United States
grid.456282.f,Vehicle Control Technologies,Reston,Virginia,United States
grid.456283.e,The Technology Partnership,Grosse Ile,Michigan,United States
grid.456284.9,Templeman Automation,Somerville,Massachusetts,United States
grid.456285.8,Ventana Research Corporation,South Tucson,Arizona,United States
grid.456286.b,Solus,Portland,Oregon,United States
grid.456287.a,Torch Technologies,Huntsville,Alabama,United States
grid.456288.5,Oil States International,Houston,Texas,United States
grid.456289.4,Hostos Community College,The Bronx,New York,United States
grid.456290.c,Torrey Pines Logic,San Diego,California,United States
grid.456291.d,Thermal Wave Imaging,Ferndale,Michigan,United States
grid.456292.e,Veritay Technology,Buffalo,New York,United States
grid.456293.f,Medgar Evers College,Brooklyn,New York,United States
grid.456294.8,TeraDiode,Wilmington,Massachusetts,United States
grid.456295.9,Bronx Community College,The Bronx,New York,United States
grid.456296.a,LaGuardia Community College,Long Island City,New York,United States
grid.456297.b,CUNY Advanced Science Research Center,New York,New York,United States
grid.456298.4,Versar,Springfield,Virginia,United States
grid.456299.5,Kingsborough Community College,Brooklyn,New York,United States
grid.456300.4,Thermavant,Columbia,Missouri,United States
grid.456301.5,Bohemia Interactive Simulations,Pittsburgh,Pennsylvania,United States
grid.456302.6,Versatilis,Burlington,Vermont,United States
grid.456303.7,ThermoAnalytics (UnitedStates),Novi,Michigan,United States
grid.456304.0,Victor Technologies,Bloomington,Indiana,United States
grid.456305.1,CUNY School of Law,Long Island City,New York,United States
grid.456306.2,ViGYAN,Hampton,Virginia,United States
grid.456307.3,UQM Technologies,Longmont,Colorado,United States
grid.456308.c,Vertec Biosolvents,Downers Grove,Illinois,United States
grid.456309.d,Cubic,San Diego,California,United States
grid.456310.5,VIP Sensors,San Juan Capistrano,California,United States
grid.456311.4,LRM Industries International,Rockledge,Florida,United States
grid.456312.7,Total Quality Systems,Roy,Utah,United States
grid.456313.6,Hunter Defense Technologies,Solon,Ohio,United States
grid.456314.1,Vextec,Brentwood,Tennessee,United States
grid.456315.0,Toyon,Goleta,California,United States
grid.456316.3,VI Manufacturing,Webster,New York,United States
grid.456317.2,Think A Move,Beachwood,Ohio,United States
grid.456318.d,Traclabs,Webster,Texas,United States
grid.456319.c,ThinKom Solutions,Hawthorne,California,United States
grid.456320.6,Vibratess,Charlottesville,Virginia,United States
grid.456321.7,Third Wave Systems,Eden Prairie,Minnesota,United States
grid.456322.4,Virginia Diodes,Charlottesville,Virginia,United States
grid.456323.5,Warwick Mills,New Ipswich,New Hampshire,United States
grid.456324.2,Thorpe Seeop,Mesa,Arizona,United States
grid.456325.3,Translume,Ann Arbor,Michigan,United States
grid.456326.0,Utility Development,Livingston,New Jersey,United States
grid.456327.1,Tialinx,Newport Beach,California,United States
grid.456328.e,UtopiaCompression,Los Angeles,California,United States
grid.456329.f,Wasatch Molecular,Salt Lake City,Utah,United States
grid.456330.7,V Corp Technologies,San Diego,California,United States
grid.456331.6,Vadum,Raleigh,North Carolina,United States
grid.456332.5,TransTech Systems,Schenectady,New York,United States
grid.456333.4,Wave Computation Technologies,Durham,North Carolina,United States
grid.456334.3,Virtual EM,Ann Arbor,Michigan,United States
grid.456335.2,TIAX,Lexington,Massachusetts,United States
grid.456336.1,Wavecon,Escondido,California,United States
grid.456337.0,TriTech Software Systems,San Diego,California,United States
grid.456338.f,Virtual Simulation and Training,Xenia,Ohio,United States
grid.456339.e,Triangle Polymer Technologies,Durham,North Carolina,United States
grid.456340.0,Wavefront Research,Bethlehem,Pennsylvania,United States
grid.456341.1,Meggitt,Akron,Ohio,United States
grid.456342.2,Xidex,Austin,Texas,United States
grid.456343.3,Vision Systems Incorporation,Providence,Rhode Island,United States
grid.456344.4,WilliamsRDM,Fort Worth,Texas,United States
grid.456345.5,Trident Research,Austin,Texas,United States
grid.456346.6,Milliken & Company,Spartanburg,South Carolina,United States
grid.456347.7,XMCO,Warren,Michigan,United States
